Time,T,P,Ia,Ambient_humidity,Ambient_temperature
2024/3/2 16:03,38.40000153,46.43,32.55400085,34.25,20.9
2024/3/2 16:04,38.20000076,60.72,42.5,34.68,20.8
2024/3/2 16:05,38.20000076,53.08,37.18899918,35.08,20.8
2024/3/2 16:06,38,45.19,31.71199989,34.99,20.8
2024/3/2 16:07,38,55.81,39.15800095,35.14,20.85
2024/3/2 16:08,37.59999847,84.13,58.99599838,34.62,20.95
2024/3/2 16:09,37.40000153,88.37,62.0890007,34.16,21
2024/3/2 16:10,37.20000076,81.15,57.16899872,34.05,21.05
2024/3/2 16:11,37,78.89,55.40999985,34.22,21.1
2024/3/2 16:12,37,89.59,62.80400085,33.82,21.1
2024/3/2 16:13,36.79999924,91.04,63.78499985,33.8,21.1
2024/3/2 16:14,36.79999924,94.78,66.37000275,33.88,21.1
2024/3/2 16:15,36.79999924,88.79,62.09199905,33.87,21.15
2024/3/2 16:16,36.79999924,74.67,52.18000031,33.81,21.2
2024/3/2 16:17,36.59999847,67.29,47.04899979,33.93,21.25
2024/3/2 16:18,36.59999847,54.51,38.15599823,33.93,21.25
2024/3/2 16:19,36.59999847,27.97,19.64999962,34.5,21.1
2024/3/2 16:20,36.59999847,35.64,25.03199959,34.78,20.95
2024/3/2 16:21,36.59999847,37.21,26.18000031,33.93,20.85
2024/3/2 16:22,36.59999847,59.88,42.05599976,33.5,20.95
2024/3/2 16:23,36.20000076,60.05,42.18299866,33.34,21
2024/3/2 16:24,36,43.17,30.35700035,33.63,20.9
2024/3/2 16:25,36,54.07,37.98099899,34.06,20.8
2024/3/2 16:26,36,50.66,35.5929985,34.63,20.85
2024/3/2 16:27,35.79999924,52.72,37.00400162,34.75,21
2024/3/2 16:28,35.79999924,71.93,50.44599915,34.78,21.1
2024/3/2 16:29,35.40000153,64.78,45.2140007,34.29,21.2
2024/3/2 16:30,35.40000153,42.69,29.96699905,34.29,21.2
2024/3/2 16:31,35.40000153,41.1,28.86300087,34.46,21.2
2024/3/2 16:32,35.40000153,27.99,19.70000076,34.33,21.3
2024/3/2 16:33,35.40000153,47.81,33.54299927,34.13,21.2
2024/3/2 16:34,35.40000153,49.68,34.88600159,34.09,21.1
2024/3/2 16:35,35.40000153,56.7,39.86999893,33.97,21.1
2024/3/2 16:36,35.20000076,51.87,36.44599915,34.37,21.15
2024/3/2 16:37,35,67.34,47.31600189,34.11,21.4
2024/3/2 16:38,34.79999924,67.88,47.69300079,33.88,21.55
2024/3/2 16:39,34.79999924,51.98,36.44499969,33.59,21.7
2024/3/2 16:40,34.79999924,41.35,29.06699944,33.37,21.65
2024/3/2 16:41,34.79999924,25.65,17.95700073,33.37,21.5
2024/3/2 16:42,34.79999924,45.36,31.65099907,33.39,21.35
2024/3/2 16:43,34.79999924,58.61,41.01800156,33.59,21.15
2024/3/2 16:44,34.59999847,57.38,40.18600082,33.57,21.1
2024/3/2 16:45,34.40000153,50.15,35.15800095,33.68,20.95
2024/3/2 16:46,34.40000153,36.28,25.47900009,33.77,20.9
2024/3/2 16:47,34.40000153,28.03,19.70599937,33.91,20.85
2024/3/2 16:48,34.40000153,20.87,14.68700027,33.77,20.7
2024/3/2 16:49,34.40000153,15.89,11.15999985,33.83,20.6
2024/3/2 16:50,34.40000153,17.97,12.82999992,33.68,20.6
2024/3/2 16:51,34.40000153,20.03,14.08699989,33.82,20.5
2024/3/2 16:52,34.20000076,15.91,11.1590004,33.98,20.4
2024/3/2 16:53,34,20.81,14.63500023,33.87,20.4
2024/3/2 16:54,34,15.94,11.36200047,33.87,20.4
2024/3/2 16:55,34,14.96,10.45699978,33.93,20.29
2024/3/2 16:56,33.79999924,23.08,16.20599937,33.9,20.4
2024/3/2 16:57,33.79999924,26.19,18.3920002,33.9,20.55
2024/3/2 16:58,33.59999847,25.86,18.16399956,33.77,20.75
2024/3/2 16:59,33.59999847,28.6,20.07900047,33.25,20.9
2024/3/2 17:00,33.40000153,36.81,25.84000015,32.96,20.9
2024/3/2 17:01,33.40000153,26.36,18.49099922,33.34,20.9
2024/3/2 17:02,33.40000153,18.76,13.20400047,33.4,20.8
2024/3/2 17:03,33.20000076,15.22,10.84599972,33.07,20.75
2024/3/2 17:04,33.20000076,15.2,10.80700016,33.08,20.7
2024/3/2 17:05,33.20000076,15.41,10.98999977,33.22,20.6
2024/3/2 17:06,33,16.66,11.60999966,33.34,20.6
2024/3/2 17:07,33,16.09,11.12699986,33.38,20.65
2024/3/2 17:08,33,19.34,13.60599995,33.48,20.65
2024/3/2 17:09,33,15.5,11.09700012,33.36,20.6
2024/3/2 17:10,32.79999924,21.14,14.87800026,33.58,20.55
2024/3/2 17:11,32.79999924,13.85,9.76099968,33.63,20.55
2024/3/2 17:12,32.59999847,11.81,8.345000267,33.5,20.45
2024/3/2 17:13,32.59999847,10.55,7.515999794,33.64,20.35
2024/3/2 17:14,32.59999847,9.87,7.074999809,33.93,20.29
2024/3/2 17:15,32.59999847,11.15,7.960999966,33.88,20.2
2024/3/2 17:16,32.40000153,10.07,7.111000061,34.06,20.2
2024/3/2 17:17,32.40000153,9.75,6.90500021,34.05,20.2
2024/3/2 17:18,32.20000076,9.18,6.492000103,34.09,20.2
2024/3/2 17:19,32.20000076,9.05,6.492000103,34.21,20.2
2024/3/2 17:20,32.20000076,9.09,6.492000103,34.15,20.15
2024/3/2 17:21,32,10.59,7.347000122,34.05,20.15
2024/3/2 17:22,32,9.31,6.68900013,33.96,20.15
2024/3/2 17:23,32,9.36,6.464000225,33.96,20.1
2024/3/2 17:24,31.79999924,10.69,7.525000095,34.09,20.1
2024/3/2 17:25,31.79999924,10.68,7.623000145,34.27,20.1
2024/3/2 17:26,31.79999924,9.52,6.804999828,34.54,20.1
2024/3/2 17:27,31.60000038,9.3,6.656000137,34.83,20.1
2024/3/2 17:28,31.39999962,8.75,6.18200016,34.89,20.1
2024/3/2 17:29,31.39999962,7.76,5.513000011,34.59,20.04
2024/3/2 17:30,31.39999962,6.73,4.863999844,34.55,20
2024/3/2 17:31,31.20000076,6,4.434000015,34.74,20
2024/3/2 17:32,31.20000076,5.79,4.224999905,34.99,20
2024/3/2 17:33,31.20000076,5.75,4.224999905,34.71,19.95
2024/3/2 17:34,31,5.68,4.025000095,34.66,19.9
2024/3/2 17:35,31,6.32,4.448999882,34.84,19.9
2024/3/2 17:36,31,5.97,4.230999947,34.91,19.9
2024/3/2 17:37,30.79999924,5.83,4.230999947,34.89,19.85
2024/3/2 17:38,30.79999924,5.68,4.027999878,34.79,19.79
2024/3/2 17:39,30.60000038,5.6,4.027999878,34.68,19.79
2024/3/2 17:40,30.60000038,5.41,3.826999903,34.64,19.7
2024/3/2 17:41,30.60000038,5.26,3.826999903,34.71,19.7
2024/3/2 17:42,30.39999962,5.16,3.826999903,34.84,19.7
2024/3/2 17:43,30.39999962,4.89,3.625,34.81,19.7
2024/3/2 17:44,30.39999962,4.62,3.414000034,34.73,19.7
2024/3/2 17:45,30.20000076,4.53,3.099999905,34.75,19.7
2024/3/2 17:46,30.20000076,4.48,3.099999905,34.75,19.6
2024/3/2 17:47,30,4.25,3.099999905,34.87,19.6
2024/3/2 17:48,30,4.07,2.897000074,34.93,19.6
2024/3/2 17:49,30,4.11,2.897000074,35,19.6
2024/3/2 17:50,29.79999924,3.95,2.897000074,34.84,19.6
2024/3/2 17:51,29.79999924,3.75,2.681999922,35.12,19.6
2024/3/2 17:52,29.79999924,4.29,2.903000116,35.31,19.6
2024/3/2 17:53,29.60000038,4.39,3.11500001,35.38,19.5
2024/3/2 17:54,29.60000038,3.55,2.667000055,35.34,19.5
2024/3/2 17:55,29.39999962,3.24,2.45600009,35.18,19.5
2024/3/2 17:56,29.39999962,3.16,2.253000021,35.18,19.5
2024/3/2 17:57,29.39999962,3.12,2.253000021,34,19.35
2024/3/2 17:58,29.39999962,3.16,2.253000021,33.18,19.15
2024/3/2 17:59,29.20000076,3,2.253000021,33.34,19
2024/3/2 18:00,29.20000076,2.88,2.046000004,33.53,18.9
2024/3/2 18:01,29,2.76,2.046000004,33.84,18.85
2024/3/2 18:02,29,2.64,2.046000004,33.88,18.79
2024/3/2 18:03,29,2.56,1.843999982,33.83,18.7
2024/3/2 18:04,29,2.46,1.843999982,33.8,18.65
2024/3/2 18:05,29,2.35,1.590000033,33.62,18.6
2024/3/2 18:06,28.79999924,2.17,1.590000033,33.59,18.6
2024/3/2 18:07,28.79999924,1.98,1.590000033,33.77,18.54
2024/3/2 18:08,28.79999924,1.81,1.38499999,33.72,18.5
2024/3/2 18:09,28.60000038,1.65,1.184999943,33.82,18.5
2024/3/2 18:10,28.60000038,1.51,1.184999943,33.97,18.4
2024/3/2 18:11,28.60000038,1.41,1.184999943,33.98,18.4
2024/3/2 18:12,28.60000038,1.31,0.98299998,33.93,18.35
2024/3/2 18:13,28.39999962,1.2,0.98299998,33.98,18.29
2024/3/2 18:14,28.39999962,1.1,0.779999971,34,18.29
2024/3/2 18:15,28.39999962,0.94,0.779999971,34.03,18.29
2024/3/2 18:16,28.20000076,0.81,0.578999996,33.87,18.29
2024/3/2 18:17,28.20000076,0.66,0.578999996,33.89,18.2
2024/3/2 18:18,28.20000076,0.56,0.578999996,33.88,18.2
2024/3/2 18:19,28,0.45,0.379000008,33.83,18.2
2024/3/2 18:20,28,0.38,0.379000008,33.75,18.2
2024/3/2 18:21,27.79999924,0.35,0.379000008,33.77,18.15
2024/3/2 18:22,27.79999924,0.29,0.379000008,33.91,18.1
2024/3/2 18:23,27.79999924,0.26,0.379000008,33.83,18.1
2024/3/2 18:24,27.79999924,0.23,0.174999997,33.86,18.1
2024/3/2 18:25,27.60000038,0.22,0.192000002,33.91,18.04
2024/3/2 18:26,27.60000038,0.18,0.192000002,34.04,18
2024/3/2 18:27,27.39999962,0.16,0.119000003,34.09,18
2024/3/2 18:28,27.39999962,0.15,0.119000003,34.22,18
2024/3/2 18:29,27.39999962,0.14,0.119000003,34.2,18
2024/3/2 18:30,27.20000076,0.12,0.119000003,34.24,17.95
2024/3/2 18:31,27.20000076,0.1,0.119000003,34.43,17.9
2024/3/2 18:32,27,0.05,0.119000003,34.52,17.9
2024/3/2 18:33,27,0.04,0.119000003,34.62,17.79
2024/3/2 18:34,27,0.01,0.119000003,34.74,17.79
2024/3/2 18:35,27,0,0.119000003,34.83,17.79
2024/3/2 18:36,26.79999924,0,0.119000003,34.97,17.7
2024/3/2 18:37,26.79999924,0,0.119000003,35.04,17.7
2024/3/2 18:38,26.60000038,0,0.119000003,35.03,17.7
2024/3/2 18:39,26.60000038,0,0.133000001,34.99,17.7
2024/3/2 18:40,26.60000038,0,0,35.08,17.7
2024/3/2 18:41,26.60000038,0,0,35.13,17.65
2024/3/2 18:42,26.79999924,0,0,35.08,17.6
2024/3/2 18:43,27,0,0,35.18,17.6
2024/3/2 18:44,27.10000038,0,0,35.22,17.6
2024/3/2 18:45,27.10000038,0,0,35.18,17.6
2024/3/2 18:46,27.10000038,0,0,35.25,17.6
2024/3/2 18:47,27.10000038,0,0,35.37,17.5
2024/3/2 18:48,27.10000038,0,0,35.36,17.5
2024/3/2 18:49,27.10000038,0,0,35.32,17.5
2024/3/2 18:50,27.10000038,0,0,35.34,17.45
2024/3/2 18:51,27.10000038,0,0,35.36,17.4
2024/3/2 18:52,27.10000038,0,0,35.25,17.4
2024/3/2 18:53,27.10000038,0,0,35.24,17.4
2024/3/2 18:54,26.89999962,0,0,35.27,17.35
2024/3/2 18:55,26.89999962,0,0,35.22,17.29
2024/3/2 18:56,26.89999962,0,0,35.18,17.29
2024/3/2 18:57,26.70000076,0,0,35.18,17.29
2024/3/2 18:58,26.70000076,0,0,35.34,17.29
2024/3/2 18:59,26.70000076,0,0,35.43,17.2
2024/3/2 19:00,26.5,0,0,35.47,17.2
2024/3/2 19:01,26.5,0,0,35.37,17.2
2024/3/2 19:02,26.5,0,0,35.37,17.2
2024/3/2 19:03,26.29999924,0,0,35.31,17.2
2024/3/2 19:04,26.29999924,0,0,35.43,17.1
2024/3/2 19:05,26.29999924,0,0,35.59,17.1
2024/3/2 19:06,26.10000038,0,0,35.7,17
2024/3/2 19:07,26.10000038,0,0,35.75,17
2024/3/2 19:08,25.89999962,0,0,35.72,17
2024/3/2 19:09,25.89999962,0,0,35.54,17
2024/3/2 19:10,25.89999962,0,0,35.53,17
2024/3/2 19:11,25.70000076,0,0,35.55,17
2024/3/2 19:12,25.70000076,0,0,35.62,16.95
2024/3/2 19:13,25.70000076,0,0,35.65,16.9
2024/3/2 19:14,25.5,0,0,35.73,16.9
2024/3/2 19:15,25.5,0,0,35.64,16.9
2024/3/2 19:16,25.5,0,0,35.71,16.9
2024/3/2 19:17,25.29999924,0,0,35.82,16.79
2024/3/2 19:18,25.29999924,0,0,35.91,16.79
2024/3/2 19:19,25.29999924,0,0,35.84,16.75
2024/3/2 19:20,25.29999924,0,0,35.75,16.7
2024/3/2 19:21,25.10000038,0,0,35.68,16.7
2024/3/2 19:22,25.10000038,0,0,35.75,16.7
2024/3/2 19:23,25.10000038,0,0,35.8,16.7
2024/3/2 19:24,25.10000038,0,0,36.06,16.6
2024/3/2 19:25,24.89999962,0,0,36.2,16.6
2024/3/2 19:26,24.89999962,0,0,36.18,16.54
2024/3/2 19:27,24.89999962,0,0,36.04,16.5
2024/3/2 19:28,24.89999962,0,0,35.79,16.5
2024/3/2 19:29,24.70000076,0,0,35.49,16.5
2024/3/2 19:30,24.70000076,0,0,35.22,16.4
2024/3/2 19:31,24.70000076,0,0,34.87,16.45
2024/3/2 19:32,24.5,0,0,34.75,16.45
2024/3/2 19:33,24.5,0,0,34.79,16.4
2024/3/2 19:34,24.5,0,0,34.87,16.4
2024/3/2 19:35,24.5,0,0,34.93,16.29
2024/3/2 19:36,24.5,0,0,34.86,16.29
2024/3/2 19:37,24.29999924,0,0,34.86,16.29
2024/3/2 19:38,24.29999924,0,0,34.9,16.25
2024/3/2 19:39,24.10000038,0,0,34.88,16.2
2024/3/2 19:40,24.10000038,0,0,34.77,16.2
2024/3/2 19:41,24.10000038,0,0,34.72,16.2
2024/3/2 19:42,24.10000038,0,0,34.62,16.15
2024/3/2 19:43,24.10000038,0,0,34.46,16.1
2024/3/2 19:44,23.89999962,0,0,34.32,16.1
2024/3/2 19:45,23.89999962,0,0,34.18,16.1
2024/3/2 19:46,23.89999962,0,0,34.06,16.1
2024/3/2 19:47,23.89999962,0,0,33.91,16.1
2024/3/2 19:48,23.89999962,0,0,33.93,16.1
2024/3/2 19:49,23.89999962,0,0,33.89,16.1
2024/3/2 19:50,23.70000076,0,0,33.86,16
2024/3/2 19:51,23.70000076,0,0,33.88,16
2024/3/2 19:52,23.70000076,0,0,33.78,16
2024/3/2 19:53,23.70000076,0,0,33.66,16
2024/3/2 19:54,23.5,0,0,33.75,16
2024/3/2 19:55,23.5,0,0,33.75,15.95
2024/3/2 19:56,23.5,0,0,33.73,15.9
2024/3/2 19:57,23.5,0,0,33.75,15.9
2024/3/2 19:58,23.5,0,0,33.79,15.9
2024/3/2 19:59,23.29999924,0,0,33.7,15.9
2024/3/2 20:00,23.29999924,0,0,33.66,15.9
2024/3/2 20:01,23.29999924,0,0,33.61,15.9
2024/3/2 20:02,23.29999924,0,0,33.68,15.8
2024/3/2 20:03,23.10000038,0,0,33.74,15.8
2024/3/2 20:04,23.10000038,0,0,33.75,15.8
2024/3/2 20:05,23.10000038,0,0,33.72,15.8
2024/3/2 20:06,23.10000038,0,0,33.71,15.8
2024/3/2 20:07,23.10000038,0,0,33.72,15.8
2024/3/2 20:08,23.10000038,0,0,33.71,15.8
2024/3/2 20:09,22.89999962,0,0,33.72,15.8
2024/3/2 20:10,22.89999962,0,0,33.86,15.75
2024/3/2 20:11,22.89999962,0,0,33.97,15.7
2024/3/2 20:12,22.89999962,0,0,34.16,15.6
2024/3/2 20:13,22.89999962,0,0,34.22,15.6
2024/3/2 20:14,22.89999962,0,0,34.23,15.6
2024/3/2 20:15,22.70000076,0,0,34.29,15.6
2024/3/2 20:16,22.70000076,0,0,34.39,15.6
2024/3/2 20:17,22.70000076,0,0,34.52,15.5
2024/3/2 20:18,22.70000076,0,0,34.64,15.5
2024/3/2 20:19,22.5,0,0,34.78,15.5
2024/3/2 20:20,22.5,0,0,34.91,15.5
2024/3/2 20:21,22.5,0,0,35.09,15.45
2024/3/2 20:22,22.5,0,0,35.16,15.4
2024/3/2 20:23,22.5,0,0,35.28,15.4
2024/3/2 20:24,22.5,0,0,35.36,15.35
2024/3/2 20:25,22.29999924,0,0,35.33,15.3
2024/3/2 20:26,22.29999924,0,0,35.34,15.3
2024/3/2 20:27,22.29999924,0,0,35.45,15.25
2024/3/2 20:28,22.29999924,0,0,35.53,15.2
2024/3/2 20:29,22.29999924,0,0,35.68,15.15
2024/3/2 20:30,22.29999924,0,0,35.84,15.1
2024/3/2 20:31,22.29999924,0,0,35.99,15.1
2024/3/2 20:32,22.10000038,0,0,36.14,15.1
2024/3/2 20:33,22.10000038,0,0,36.31,15
2024/3/2 20:34,22.10000038,0,0,36.45,15
2024/3/2 20:35,22.10000038,0,0,36.63,15
2024/3/2 20:36,22.10000038,0,0,36.78,15
2024/3/2 20:37,22.10000038,0,0,36.91,15
2024/3/2 20:38,21.89999962,0,0,37.07,15
2024/3/2 20:39,21.89999962,0,0,37.31,15
2024/3/2 20:40,21.89999962,0,0,37.58,14.9
2024/3/2 20:41,21.89999962,0,0,37.81,14.9
2024/3/2 20:42,21.89999962,0,0,37.96,14.8
2024/3/2 20:43,21.89999962,0,0,38.15,14.8
2024/3/2 20:44,21.70000076,0,0,38.39,14.75
2024/3/2 20:45,21.70000076,0,0,38.58,14.7
2024/3/2 20:46,21.70000076,0,0,38.82,14.7
2024/3/2 20:47,21.70000076,0,0,39.04,14.6
2024/3/2 20:48,21.70000076,0,0,39.2,14.6
2024/3/2 20:49,21.70000076,0,0,39.34,14.6
2024/3/2 20:50,21.5,0,0,39.54,14.6
2024/3/2 20:51,21.5,0,0,39.62,14.6
2024/3/2 20:52,21.5,0,0,39.66,14.6
2024/3/2 20:53,21.5,0,0,39.82,14.5
2024/3/2 20:54,21.5,0,0,40.04,14.5
2024/3/2 20:55,21.5,0,0,40.27,14.5
2024/3/2 20:56,21.5,0,0,40.39,14.5
2024/3/2 20:57,21.5,0,0,40.59,14.5
2024/3/2 20:58,21.29999924,0,0,40.77,14.4
2024/3/2 20:59,21.29999924,0,0,40.96,14.4
2024/3/2 21:00,21.29999924,0,0,41.17,14.4
2024/3/2 21:01,21.29999924,0,0,41.25,14.35
2024/3/2 21:02,21.29999924,0,0,41.36,14.3
2024/3/2 21:03,21.29999924,0,0,41.5,14.3
2024/3/2 21:04,21.29999924,0,0,41.55,14.3
2024/3/2 21:05,21.29999924,0,0,41.64,14.3
2024/3/2 21:06,21.10000038,0,0,41.75,14.3
2024/3/2 21:07,21.10000038,0,0,41.82,14.3
2024/3/2 21:08,21.10000038,0,0,41.91,14.25
2024/3/2 21:09,21.10000038,0,0,42,14.2
2024/3/2 21:10,21.10000038,0,0,42.06,14.2
2024/3/2 21:11,21.10000038,0,0,42.14,14.2
2024/3/2 21:12,21.10000038,0,0,42.28,14.2
2024/3/2 21:13,21.10000038,0,0,42.44,14.1
2024/3/2 21:14,20.89999962,0,0,42.84,14.1
2024/3/2 21:15,20.89999962,0,0,43.21,14
2024/3/2 21:16,20.89999962,0,0,43.4,14
2024/3/2 21:17,20.89999962,0,0,43.22,14
2024/3/2 21:18,20.89999962,0,0,43.18,14
2024/3/2 21:19,20.89999962,0,0,43.19,14
2024/3/2 21:20,20.89999962,0,0,43.23,14
2024/3/2 21:21,20.89999962,0,0,43.41,14
2024/3/2 21:22,20.70000076,0,0,43.41,14
2024/3/2 21:23,20.70000076,0,0,43.22,14
2024/3/2 21:24,20.70000076,0,0,43.19,14
2024/3/2 21:25,20.70000076,0,0,43.16,14
2024/3/2 21:26,20.70000076,0,0,42.92,14
2024/3/2 21:27,20.70000076,0,0,42.71,14.05
2024/3/2 21:28,20.70000076,0,0,42.56,14.1
2024/3/2 21:29,20.5,0,0,42.39,14.1
2024/3/2 21:30,20.5,0,0,42.3,14.1
2024/3/2 21:31,20.5,0,0,42.23,14.1
2024/3/2 21:32,20.5,0,0,42.09,14.1
2024/3/2 21:33,20.5,0,0,41.88,14.1
2024/3/2 21:34,20.5,0,0,41.92,14.1
2024/3/2 21:35,20.5,0,0,41.91,14.1
2024/3/2 21:36,20.5,0,0,41.95,14.1
2024/3/2 21:37,20.29999924,0,0,41.92,14.1
2024/3/2 21:38,20.29999924,0,0,41.86,14.1
2024/3/2 21:39,20.29999924,0,0,41.66,14.1
2024/3/2 21:40,20.29999924,0,0,41.62,14.1
2024/3/2 21:41,20.29999924,0,0,41.36,14.1
2024/3/2 21:42,20.29999924,0,0,41.44,14.05
2024/3/2 21:43,20.29999924,0,0,41.37,14
2024/3/2 21:44,20.29999924,0,0,41.23,14
2024/3/2 21:45,20.29999924,0,0,41.14,14
2024/3/2 21:46,20.10000038,0,0,40.99,14
2024/3/2 21:47,20.10000038,0,0,40.84,14
2024/3/2 21:48,20.10000038,0,0,40.8,13.95
2024/3/2 21:49,20.10000038,0,0,40.81,13.9
2024/3/2 21:50,20.10000038,0,0,40.77,13.9
2024/3/2 21:51,20.10000038,0,0,40.38,13.9
2024/3/2 21:52,20.10000038,0,0,39.81,13.9
2024/3/2 21:53,20.10000038,0,0,39.61,13.9
2024/3/2 21:54,20.10000038,0,0,39.46,13.9
2024/3/2 21:55,19.89999962,0,0,39.47,13.9
2024/3/2 21:56,19.89999962,0,0,39.5,13.85
2024/3/2 21:57,19.89999962,0,0,39.41,13.8
2024/3/2 21:58,19.89999962,0,0,39.09,13.8
2024/3/2 21:59,19.89999962,0,0,39.02,13.8
2024/3/2 22:00,19.89999962,0,0,39.9,13.75
2024/3/2 22:01,19.89999962,0,0,40.2,13.6
2024/3/2 22:02,19.89999962,0,0,40,13.5
2024/3/2 22:03,19.89999962,0,0,39.34,13.5
2024/3/2 22:04,19.89999962,0,0,38.98,13.5
2024/3/2 22:05,19.89999962,0,0,38.37,13.55
2024/3/2 22:06,19.89999962,0,0,37.86,13.6
2024/3/2 22:07,19.89999962,0,0,37.74,13.6
2024/3/2 22:08,19.89999962,0,0,37.9,13.6
2024/3/2 22:09,19.70000076,0,0,37.56,13.5
2024/3/2 22:10,19.70000076,0,0,36.73,13.5
2024/3/2 22:11,19.70000076,0,0,36.2,13.6
2024/3/2 22:12,19.70000076,0,0,35.88,13.7
2024/3/2 22:13,19.70000076,0,0,35.55,13.7
2024/3/2 22:14,19.70000076,0,0,35.36,13.7
2024/3/2 22:15,19.70000076,0,0,35.15,13.8
2024/3/2 22:16,19.70000076,0,0,35.11,13.8
2024/3/2 22:17,19.70000076,0,0,35.25,13.8
2024/3/2 22:18,19.70000076,0,0,35.47,13.8
2024/3/2 22:19,19.70000076,0,0,35.66,13.8
2024/3/2 22:20,19.70000076,0,0,35.89,13.8
2024/3/2 22:21,19.5,0,0,36.12,13.7
2024/3/2 22:22,19.5,0,0,36.37,13.8
2024/3/2 22:23,19.5,0,0,36.48,13.8
2024/3/2 22:24,19.5,0,0,36.54,13.8
2024/3/2 22:25,19.5,0,0,36.77,13.8
2024/3/2 22:26,19.5,0,0,37.05,13.8
2024/3/2 22:27,19.5,0,0,37.41,13.8
2024/3/2 22:28,19.5,0,0,37.75,13.7
2024/3/2 22:29,19.5,0,0,38.09,13.7
2024/3/2 22:30,19.5,0,0,38.43,13.7
2024/3/2 22:31,19.29999924,0,0,38.68,13.65
2024/3/2 22:32,19.29999924,0,0,39.04,13.6
2024/3/2 22:33,19.29999924,0,0,39.41,13.6
2024/3/2 22:34,19.29999924,0,0,39.84,13.5
2024/3/2 22:35,19.29999924,0,0,40.55,13.45
2024/3/2 22:36,19.29999924,0,0,41.23,13.3
2024/3/2 22:37,19.29999924,0,0,41.5,13.2
2024/3/2 22:38,19.29999924,0,0,41.3,13.2
2024/3/2 22:39,19.29999924,0,0,41.2,13.2
2024/3/2 22:40,19.29999924,0,0,41.11,13.25
2024/3/2 22:41,19.10000038,0,0,41.25,13.25
2024/3/2 22:42,19.10000038,0,0,41.61,13.2
2024/3/2 22:43,19.10000038,0,0,41.77,13.15
2024/3/2 22:44,19.10000038,0,0,41.97,13.1
2024/3/2 22:45,19.10000038,0,0,42.22,13.1
2024/3/2 22:46,19.10000038,0,0,42.35,13.1
2024/3/2 22:47,19.10000038,0,0,42.66,13.1
2024/3/2 22:48,19.10000038,0,0,42.99,13.05
2024/3/2 22:49,19.10000038,0,0,43.38,13.05
2024/3/2 22:50,19.10000038,0,0,43.8,13.1
2024/3/2 22:51,19.10000038,0,0,44,13.05
2024/3/2 22:52,19.10000038,0,0,44.35,13
2024/3/2 22:53,18.89999962,0,0,44.94,13
2024/3/2 22:54,18.89999962,0,0,45.12,13
2024/3/2 22:55,18.89999962,0,0,45.5,13
2024/3/2 22:56,18.89999962,0,0,46.43,13
2024/3/2 22:57,18.89999962,0,0,47.02,13.1
2024/3/2 22:58,18.89999962,0,0,47.44,13.1
2024/3/2 22:59,18.89999962,0,0,47.94,13.1
2024/3/2 23:00,18.89999962,0,0,48.43,13.1
2024/3/2 23:01,18.89999962,0,0,48.62,13.1
2024/3/2 23:02,18.89999962,0,0,49.33,13.1
2024/3/2 23:03,18.89999962,0,0,49.38,13.15
2024/3/2 23:04,18.89999962,0,0,49.82,13.15
2024/3/2 23:05,18.89999962,0,0,50.13,13.2
2024/3/2 23:06,18.70000076,0,0,50.87,13.2
2024/3/2 23:07,18.70000076,0,0,51.49,13.2
2024/3/2 23:08,18.70000076,0,0,51.95,13.2
2024/3/2 23:09,18.70000076,0,0,52.55,13.2
2024/3/2 23:10,18.70000076,0,0,52.96,13.2
2024/3/2 23:11,18.70000076,0,0,53.44,13.2
2024/3/2 23:12,18.70000076,0,0,53.73,13.2
2024/3/2 23:13,18.70000076,0,0,54.27,13.2
2024/3/2 23:14,18.70000076,0,0,54.64,13.3
2024/3/2 23:15,18.70000076,0,0,54.78,13.3
2024/3/2 23:16,18.70000076,0,0,55.14,13.2
2024/3/2 23:17,18.70000076,0,0,55.46,13.2
2024/3/2 23:18,18.5,0,0,55.92,13.2
2024/3/2 23:19,18.5,0,0,56.16,13.2
2024/3/2 23:20,18.5,0,0,56.42,13.2
2024/3/2 23:21,18.5,0,0,56.79,13.2
2024/3/2 23:22,18.5,0,0,57.14,13.2
2024/3/2 23:23,18.5,0,0,57.46,13.2
2024/3/2 23:24,18.5,0,0,57.67,13.2
2024/3/2 23:25,18.5,0,0,57.97,13.2
2024/3/2 23:26,18.5,0,0,58.23,13.2
2024/3/2 23:27,18.29999924,0,0,58.42,13.2
2024/3/2 23:28,18.29999924,0,0,58.65,13.2
2024/3/2 23:29,18.29999924,0,0,58.95,13.2
2024/3/2 23:30,18.29999924,0,0,59.11,13.2
2024/3/2 23:31,18.29999924,0,0,59.38,13.2
2024/3/2 23:32,18.29999924,0,0,59.45,13.2
2024/3/2 23:33,18.29999924,0,0,59.65,13.2
2024/3/2 23:34,18.29999924,0,0,59.83,13.2
2024/3/2 23:35,18.29999924,0,0,59.92,13.25
2024/3/2 23:36,18.29999924,0,0,59.96,13.3
2024/3/2 23:37,18.29999924,0,0,60.05,13.3
2024/3/2 23:38,18.10000038,0,0,60.2,13.3
2024/3/2 23:39,18.10000038,0,0,60.22,13.2
2024/3/2 23:40,18.10000038,0,0,60.49,13.2
2024/3/2 23:41,18.10000038,0,0,60.61,13.2
2024/3/2 23:42,18.10000038,0,0,60.77,13.2
2024/3/2 23:43,18.10000038,0,0,60.8,13.2
2024/3/2 23:44,18.10000038,0,0,60.95,13.2
